nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,brief_title_matched_count,brief_summary_matched_count
NCT01112852,EVL (Endoscopic Variceal Ligation) Plus Vasoconstrictor vs.Ligation Plus PPI( Proton Pump Inhibitor) in the Control of Acute Esophageal Variceal Bleeding,"Previous studies showed that combination of endoscopic therapy with vasoconstrictor is better      than either vasoconstrictor or endoscopic therapy alone in achieving the successful      hemostatsis of acute variceal bleeding. The rationale of using vasoconstrictor is to enhance      the efficacy of hemostasis by endoscopic therapy. Nowadays, endoscopic variceal ligation      (EVL) has replaced endoscopic injection sclerotherapy (EIS) as the endoscopic treatment of      choice in the arresting of acute esophageal variceal hemorrhage. EVL alone can achieve      hemotasis up to 97% even in cases of active variceal hemorrhage. However, early rebleeding      due to ligation-induced ulcer may be encountered. It appears that prevention of esophageal      ulcers and bleeding by a proton pump inhibitor may be more logical than using a      vasoconstrictor after cessation of bleeding by EVL.",C0358591;C4255305;C0014245;C0023690;C0023690;C0019080;C1547229;C0014867;C1564718,C0358591;C0333106;C0333106;C0042397;C0042397;C0042397;C0042397;C0036435;C0740166;C0199176;C0021485;C0087111;C0019080;C0023690;C0023690;C0019080;C0019080;C0947630;C0087111;C0087111;C0087111;C0041582;C0439044;C0439044;C0041582;C3539181;C1320102;C0180950;C1512346;C0014245;C0014245;C0014245;C0014245;C0014245;C0014245;C0019080,0,0,1,6,6,0.007977621,0.009871416,0,0
NCT01142180,Early Selective TAE to Severely Bleeding Peptic Ulcers After Their Initial Endoscopic Hemostasis,The aim of this study is to determine if early angiographic embolization can forestall      recurrent bleeding in selected high risk ulcers after their initial endoscopic control; to      validate prospectively the investigators proposed in selecting high risk ulcers for recurrent      bleeding in spite of maximal endoscopic control and profound acid suppression using high dose      intravenous infusion of proton pump inhibitor; to characterize the nature of bleeding      arteries in severely bleeding peptic ulcers and determine the efficacy of angiographic      embolization in the prevention of recurrent bleeding and to establish safety profile of      angiographic embolization as an early elective treatment to bleeding peptic ulcers.,C0085148;C0030920;C0205082;C0019080,C0358591;C0021440;C0030920;C0030920;C0013931;C0013931;C0013931;C0301625;C0199176;C0332167;C0332167;C0087111;C0019080;C0019080;C0019080;C0003842;C0205082;C0019080;C0019080;C0019080;C0041582;C0041582;C0947630;C0014245;C0014245;C0002978;C0002978;C0002978;C1546398;C0007952;C4082977;C4082977,0,0,1,0,0,0.008268836,0.009782071,0,0
NCT01468597,Platelet Inhibition and Bleeding in Patients Undergoing Emergent Cardiac Surgery,The aim of the study is to evaluate if there is an association between platelet inhibition      and surgery-related bleeding in patients undergoing emergent cardiac surgery during dual      antiplatelet therapy.,C0018821;C0021467;C0019080;C0032181;C1550655,C1096021;C0004083;C0021467;C0019080;C0543467;C0018787;C0543467;C0947630;C0233492;C0220825,0,0,0,2,2,0.008000786,0.009735273,0,0
NCT01809535,Monthly Versus Biweekly Endoscopic Variceal Ligation for the Prevention of Esophageal Variceal Rebleeding,"Endoscopic variceal ligation (EVL) has proved to be effective in the prevention of esophageal      variceal rebleeding. However, the optimal interval of EVL remains unclear. Our previous      studies demonstrated that repeating EVL every 3-4 weeks could achieve an appreciable low      incidence of variceal rebleeding and mortality. In our own opinion, many shallow post-EVL      ulcers may hamper the performance of variceal ligation if EVL is performed at intervals of      1-2 weeks. So far the optimal treatment interval remained unknown. The investigators      hypothesis the Monthly EVL is superior to the Biweekly EVL in the prevention of esophageal      variceal rebleeding in cirrhotic patients.",C0014245;C0199176;C0023690;C0014867;C0019080,C0014245;C0199176;C0199176;C0087111;C0023690;C0023690;C0947630;C1556133;C0041582;C1550472;C3843716;C0019080;C0019080;C0019080;C4697740;C1552654;C1552654;C0429028,0,0,1,5,5,0.00809932,0.009646329,0,0
NCT01709786,Non-Invasive Hemoglobin Monitoring in Patients With Hemorrhage,This study will evaluate the accuracy of two rapid methods of measuring hemoglobin in      patients with suspected hemorrhage. These methods will be compared with standard laboratory      measurements.,C0518015;C0150369;C0019080;C1334278;C1550655,C0019080;C2828392;C0025663;C0025663;C0947630;C0948093;C0022885;C0220825,0,176,0,2,2,0.007789462,0.009639458,0,0
NCT01254799,Doxycycline in Treatment of Bleeding With Depot Medroxyprogesterone Acetate (DMPA),This study aims to test the effect of Doxycycline in treatment of uterine bleeding during the      use of injectable contraception that contains one hormone "progesterone only".,C0065864;C0013090;C0087111;C0019080,C0042134;C0700589;C0033308;C0013090;C0086466;C0087111;C1518681;C0947630;C0392366,0,0,1,1,1,0.008254001,0.009601632,0,0
NCT00977925,The Severe Soft Tissue Bleeding Study,"The objective of this study is to evaluate the safety and hemostatic effectiveness of the      Fibrin Pad (FP) versus standard of care treatment (SoC) in controlling challenging severe      soft tissue bleeding during abdominal, pelvic, retroperitoneal, and (non-cardiac) thoracic      surgery.",C0019080;C0205082;C1547928;C0947630,C2936643;C4553491;C0019120;C0018017;C0087111;C0000726;C0019080;C0817096;C0018787;C0543467;C0015982;C0205082;C0030797;C0947630;C0175316;C0229802;C0220825,0,0,1,1,1,0.008239411,0.009541642,0,0
NCT01295294,Management of Initial Bleeding/Spotting Associated With the Levonorgestrel-releasing Intrauterine System (MIRENA),The purpose of the study is to investigate if the study drugs (tranexamic acid or mefenamic      acid) can control irregular bleeding during the first 3 months of using Mirena. The study      drugs tested are tested against placebo ("dummy medication not containing any active drug").      Treatment period is followed by a one-month period when study drugs are not taken but Mirena      use is continued.,C0023566;C0019080;C0025874;C0591811;C0376636,C0745411;C0040613;C0013227;C0087111;C0032042;C0591811;C0392366;C0392366;C0025344;C0025344;C0591811;C0947630;C0947630;C0013227;C0947630;C0013227;C1561542;C0947630;C0013227;C0013227;C1320102;C1561542;C1444662,0,0,1,2,2,0.006972424,0.009473194,0,0
NCT00414713,Transfusion Requirements in Gastrointestinal (GI) Bleeding,"Recently it has been suggested that a restrictive transfusion of units of Red Cells (URC) may      improve the outcome of ICU patients with anemia. Furthermore, it has been suggested that the      transfusion of URC may be deleterious for the hemostatic process of bleeding lesions, which      suggest that a restrictive transfusion may be valuable in patients which gastrointestinal      bleeding. Transfusion of URC may also increase portal pressure which may be detrimental to      control acute portal hypertensive bleeding.      The aim of the present study is to assess whether a restrictive transfusions may improve the      outcome of patients with acute nonvariceal gastrointestinal bleeding, and also whether such a      restrictive strategy may improve the outcome of bleeding episodes related with portal      hypertension.      The study will be carried out with a prospective, randomized and controlled design comparing      the restrictive transfusion strategy with the usual nonrestrictive transfusional strategy.      Overall 860 patients will be included; 430 in each group.      The main outcome measure will be survival. All deaths occurred within the 30 days after      admission, will be considered. Secondary outcomes will include rebleeding and complications      related to treatment, and related to the bleeding episode itself. Portal pressure will be      measured to assess the influence of the transfusions strategy on fluctuations of this      parameter, and the relationship with the clinical course of bleeding episode.      The study will be performed at the Bleeding Unit of our hospital during a period of 3 years.",C2707256;C0005841;C0019080;C4284141,C0017181;C0009566;C0857121;C0020538;C0231239;C0005841;C0005841;C0005841;C0005841;C0005841;C0019120;C0184666;C0087111;C0019080;C0019080;C0460139;C0019080;C0679199;C0019080;C0679199;C0679199;C0019080;C0460139;C0679199;C0019080;C0019080;C0221198;C0150312;C0699809;C0282416;C0002871;C0205054;C0205054;C0205054;C0011065;C0205054;C0025344;C0007584;C0947630;C0947630;C0947630;C1509845;C0005841;C0005841;C2707256;C4554468;C1516986;C0184511;C0184511;C0184511;C0005841;C0233492;C3842337;C0233492;C0233492;C2911690;C0019080;C0027627;C1552839;C3242613,0,0,1,181,181,0.007704405,0.00947151,0,0
NCT01871376,Intravitreal Aflibercept Injection for Polypoidal Choroidal Vasculopathy With Hemorrhage or Exudation,To evaluate the efficacy and safety of intravitreal aflibercept injection in the treatment of      PCV,C0042373;C1134659;C0019080;C1533685;C0008520,C1134659;C0021485;C0087111;C0220825,0,0,1,6,6,0.007021928,0.009470244,0,0
NCT01060267,"Intravenous Erythromycin Before Endoscopy in Patients With Variceal Bleeding: A Randomized, Double-Blind Trial","Objectives:      Blood in stomach & oesophagus in patients with variceal bleeding often obscures the      endoscopic view & makes endoscopic intervention difficult to perform. Erythromycin, a motilin      agonist induces gastric emptying. The aim of this study was to assess the effect of      Erythromycin on endoscopic visibility and its outcome.",C0014806;C0014245;C0019080;C0456909;C1550655;C0085297;C3897779,C0184661;C0014806;C0014806;C0014876;C0332218;C0019080;C0038351;C0026594;C2987634;C0038351;C1518681;C0005767;C0947630;C0018017;C0014245;C0014245;C0014245,0,0,0,11,11,0.007962603,0.009419224,0,0
NCT03069859,Use of TXA to Prevent Postpartum Hemorrhage,"~     Postpartum hemorrhage (PPH) occurs in up to one in ten deliveries worldwide and is the~     leading cause of maternal morbidity and mortality. In developing countries 30% of women~     develop PPH because access to a number of treatments is not readily available. Interestingly,~     the rate of PPH and consequently of maternal morbidity has increased significantly even in~     developed nations, such as Canada, over the past decades. This rate is also increasing~     amongst parturients in Ontario. Unfortunately, few effective preventative treatments exist.~      Antifibrinolytic drugs are routinely used to reduce bleeding and the requirement for blood~     transfusions in a wide range of hemorrhagic conditions. The most commonly used~     antifibrinolytic drug is tranexamic acid (TXA). TXA is safe, affordable, with very few side~     effects. The World Health Organization recommended that TXA be used to reduce blood loss in~     several conditions, including in patients with established PPH refractory to conventional~     therapy.However, little is known about the prophylactic use of TXA to prevent PPH.~   ",C0032797,C0032797;C3163616;C1858460;C1858460;C3687832;C0376495;C0376495;C0005767;C0019080,0,0,-1,0,0,0.0081103,0.009403553,0,0
NCT02020603,Efficacy of Hemostasis by Soft Coagulation Using Endoscopic Hemostatic Forceps for Acute Peptic Ulcer Bleeding,"Endoscopic high-frequency soft coagulation is available for the management of bleeding or      nonbleeding visible vessels during endoscopic submucosal dissection. However, its efficacy on      peptic ulcer bleeding has not been elucidated so far. The aim of this study was to evaluate      the efficacy of hemostasis with soft coagulation using hemostatic forceps by comparing it      with argon plasma coagulation (APC) in a prospective, randomized trial.",C0030920;C0005790;C0740166;C0014245;C0019120;C0019080;C0016533;C1547229,C0030922;C0441509;C0441509;C0441509;C0014245;C0376636;C0012737;C0740166;C0019120;C0019080;C0005847;C0016533;C0032105;C0947630;C0033036;C0014245;C2347273;C0681290;C0018792;C0220825,0,0,1,3,3,0.007942523,0.009351502,0,0
NCT00006161,Decompression Intervention of Variceal Rebleeding Trial (DIVERT),The Decompression Intervention of Variceal Rebleeding Trial (DIVERT) is a multi-center      prospective randomized clinical trial comparing the radiologic procedure of transjugular      intrahepatic portal-systemic shunt (TIPS) with the surgical procedure of distal splenorenal      shunt (DSRS) for variceal bleeding in patients with Child's Class A and B cirrhosis.      This is recognized nationally and internationally as the study that will answer the question      as to which of these is the best treatment for decompression of varices in patients who have      failed endoscopic and pharmacologic therapy.,C1829459;C0184661;C0019080,C0206034;C0543467;C1829459;C0021153;C0184661;C0184661;C0023890;C0087111;C0019080;C0042345;C0087111;C0205054;C0542331;C0542331;C0456387;C0947630;C0508431;C0398162;C0014245;C0019080;C0404831,0,0,0,9,9,0.009103263,0.009290736,0,0
NCT01447095,Effects of Prostacyclin Infusion on Cerebral Vessels and Metabolism in Patients With Subarachnoid Haemorrhage,The purpose of this study is to determine whether prostacyclin is effective in prevention of      cerebral vasospasm in patients with subarachnoidal hemorrhage (SAH).,C0033567;C0025519;C0574032;C0228174;C0005847;C1550655;C0019080;C0003707,C0265110;C0033567;C0199176;C0019080;C0947630;C4082977,0,0,1,3,1,0.007490339,0.009239686,0,0
NCT01281397,Bleeding Prediction in Patients Following Cardiac Surgery Using Whole Blood Aggregometry and Thromboelastometry,Use of whole blood impedance aggregometry and rotational thromboelastometry can reveal useful      data about platelet function and viscoelastic properties of blood clot in patients undergoing      cardiac surgery.      The purpose of this study is to clarify whether it is possible to predict patients on      excessive risk of perioperative bleeding using whole blood impedance aggregometry and      rotational thromoelastometry.      Antiplatelet therapy is the cornerstone in treatment of patients with coronary artery      disease. Another research goal is to determine the degree of response to antiplatelet therapy      before and after surgery and to investigate whether patients by level of response to      antiplatelet therapy before surgery have a higher risk of perioperative bleeding.,C3661505;C0018821;C0229664;C0019080;C1550655,C1096021;C1096021;C0205042;C0370231;C0370231;C0087086;C0162537;C0162537;C0087111;C0031843;C0332149;C0019080;C1704632;C1704632;C0019080;C0018787;C0543467;C0087111;C0012634;C0543467;C0543467;C0542560;C0947630;C3245479;C0018017;C3661505;C3843761;C4082977,0,0,0,1,1,0.007955846,0.00918026,0,0
NCT01963403,Treatment of Unacceptable Bleeding Patterns in ETG Implant Users With an Oral Contraceptive,"This double-blinded, placebo-controlled, randomized trial will compare the effects of the use      of a combined oral contraceptive pill to a placebo pill for women who are experiencing      irregular and/or heavy bleeding associated with the use of an etonogestrel (ETG) implant.      The hypothesis of the study is:        -  Use of combined oral contraceptive will significantly improve bleeding patterns for           users of ETG implant        -  Continuation rate of ETG implant users will be increased by use of combined oral           contraceptive in women desiring ETG implant removal because of the undesirable bleeding        -  Adverse events will be uncommon and acceptable to women who use a combined oral           contraceptive with the ETG implant",C0009905;C0087111;C0019080;C0021102,C0009906;C0009906;C0561946;C0009871;C0009871;C0047683;C0019080;C0019080;C0019080;C0032042;C0032042;C0021102;C0021102;C0021102;C0021102;C0947630;C0877248;C0282440;C0184511;C1518681;C0236175,28,168,1,0,0,0.008309973,0.009157873,0,0
NCT02047565,A Two-part Study in Edoxaban-treated Healthy Subjects to Establish a Punch Biopsy Bleeding Model and to Evaluate the Effect of a 4-factor Prothrombin Complex Concentrate on Anticoagulation,"This Phase 1 study consists of 2 parts. Part 1 will be an open-label, randomized, 2      treatment, 2-way crossover study. Part 2 will be a double-blind (Sponsor unblinded),      randomized, placebo controlled, sequential descending prothrombin complex concentrate dose, 2      sequence, 2 period crossover study. In both parts of the study, the assessor of BD and BV      will remain blinded. In Part 2 of the study, both the subject and the clinic staff involved      in study conduct will be blinded (with the exception of the pharmacist or nurse who prepares      the blinded individual treatments from open-label supplies). The study programmer and      statistician will also be blinded to treatment assignment. The Sponsor will remain unblinded      for both parts of the study.",C2917212;C0191321;C0033706;C1880310;C2975435;C0019080;C0220825;C0947630;C3161035;C0332155;C0939261,C3541956;C0087111;C0087111;C0087111;C3853789;C0032042;C0025344;C0947630;C1705425;C0947630;C0456909;C0947630;C0947630;C0947630;C1551040;C0947630;C1705425;C0947630;C0947630;C1880310;C2911690,0,0,1,36,36,0.007685384,0.00909235,0,0
NCT01700478,Study of the Use of Misoprostol to Decrease Bleeding During a Myomectomy,This study was done to determine if the use of a combination of preoperative rectal      misoprostol 400µg used with intraoperative perivascular vasopressin is better than      perivascular vasopressin used alone to decrease bleeding at myomectomy.,C0085174;C0195309;C0019080;C0947630;C0442797,C0085174;C0042413;C0042413;C0195309;C0019080;C0947630;C0439044;C1273517;C1273517;C3539181;C0442797;C1135564;C4082977,0,0,1,0,0,0.007642267,0.00903189,0,0
NCT02158182,"Lactulose, L-ornithine L-aspartate, or Rifaximin Versus Placebo for Preventing Hepatic Encephalopathy in Variceal Bleeding","The aim of this study is to determine whether lactulose, L-ornithine L-aspartate, and      rifaximin are effective in the prevention of the development of hepatic encephalopathy in      cirrhotic patients with acute variceal bleeding",C0019151;C0022957;C0029277;C0073374;C0019080;C0032042;C4048238,C0019151;C0243107;C0199176;C0022957;C0029277;C0073374;C0019080;C0947630;C4048238;C4082977,0,0,1,0,0,0.006616941,0.00900474,0,0
NCT00245648,Female Sex is an Independent Predictor of Death and Bleeding Among Fibrinolytic Treated Patients With AMI,"This study evaluated differences between men and women in the presentation, management and      outcome of heart attacks within the GUSTO V study.",C1299583;C0019080;C0011065;C0009253;C1550655;C0040044,C0027051;C0376636;C0947630;C0947630;C0233256;C0220825;C0085632,0,0,0,16,16,0.007479796,0.008950976,0,0
NCT01359878,Fibrinogen Concentrate as Initial Treatment for Postpartum Haemorrhage: A Randomised Clinically Controlled Trial,"Severe maternal bleeding is a serious complication of birth and causes 125.000 deaths      worldwide each year. The investigators aim to investigate if early treatment with fibrinogen      concentrate versus saline can reduce the incidence of blood transfusion in women with      postpartum haemorrhage.      A low level of fibrinogen has been associated with increased blood loss and transfusion      requirements in different clinical settings including obstetrical bleeding. Early up-front      treatment with fibrinogen may reduce incidence of transfusion by securing optimal haemostatic      capacity in women with postpartum haemorrhage.      The investigators plan to enrol 245 patients on four hospitals in the Capital Region of      Denmark during a two year period.      As safety measure the investigators plan to use TEG®/Functional Fibrinogen/Rapid-TEG as      haemostatic monitoring of all participants during the trial: Baseline test is taken at      inclusion before administration of fibrinogen concentrate/placebo. Further tests are taken      immediately after intervention, 4 hours and 24 hours after. Baseline test is blinded to the      providers of treatment - the rest is clinically available.",C1880310;C0016006;C2911690;C0087111;C0019080;C3272565,C0032797;C0032797;C0005841;C1533734;C0009566;C0184661;C0005841;C0005841;C0019120;C0019120;C0016006;C0016006;C0019080;C0016006;C0016006;C0150369;C0016006;C0087111;C0087111;C0087111;C1858460;C0019080;C0019080;C0032042;C0205082;C0011065;C0025344;C0005615;C0392366;C1561543;C1561543;C0392366;C0392366;C1550472;C1555587;C0542559;C1880310;C1880310;C0723199;C1697779;C0018792;C4284141;C3272565;C0728774;C0728774;C0151576,0,0,1,18,9,0.007683613,0.00891338,0,0
NCT01757275,High Dose Esomeprazole Na for Prevention of Rebleeding After Successful Endoscopic Therapy of a Bleeding Peptic Ulcer,"To describe the rate of clinically significant rebleeding during 72 hours continuous i.v.      infusion of high dose esomeprazole Na in patients in China with primary successful endoscopic      haemostatic therapy of a bleeding peptic ulcer, with cimetidine i.v. in",C0937846;C0030920;C0199176;C0014245;C0019080;C0087111;C4321237;C0019080,C0030922;C0937846;C0019120;C0008783;C0574032;C0087111;C0014245;C0019080;C1444662,127,13115,1,0,0,0.008642393,0.008885833,0,0
NCT01242280,Self-expandable Esophageal Stent Versus Balloon Tamponade in Refractory Esophageal Variceal Bleeding.,"In the last years, important advances have been done in the treatment and prevention of      esophageal variceal bleeding. Experts agree that the combination of pharmacological and      endoscopic therapy should be the first line therapy in the acute bleeding episode; whereas      TIPS (transjugular intrahepatic portosystemic shunt) is considered a rescue therapy.      Nevertheless, some patients would require different therapies to act as a ""bridge"" until      definitive therapy can be instituted. Balloon tamponade (using the Sengstaken tube)      represents, up to now, the most widely used temporary ""bridge"" to TIPS. However, balloon      tamponade is associated with a high incidence of serious adverse events. Recently, the use of      self-expanding metal stents have been introduced in the treatment of acute variceal bleeding      showing a very high hemostatic efficacy with no adverse events. The present study is directed      to compare the efficacy free of adverse events and mortality of self-expanding metal stents      vs balloon tamponade in patients with variceal bleeding refractory to medical and endoscopic      therapy.",C2930473;C0183514;C0019080;C0014867,C0032720;C0333276;C0877248;C0877248;C0877248;C0441290;C0441290;C0199176;C0019120;C0087111;C0087111;C0579016;C3245481;C0579016;C0087111;C0442804;C0579016;C0019080;C0019080;C0019080;C0087111;C0087111;C0087111;C0087111;C0004704;C0441144;C0150312;C0441144;C0087111;C0456378;C0456378;C0947630;C0175730;C1273517;C1551994;C1551994;C0014867;C3539181;C3245501;C0014245;C0456642;C0014245;C4084912;C4522152,0,0,0,12,12,0.007718673,0.0088729,0,0
NCT01041950,A Randomised Controlled Trial of Lumbar Drainage to Treat Communicating Hydrocephalus After Severe Intraventricular Hemorrhage,~     The purpose of this study is to determine if usage of early lumbar drainage leads to less~     shunt surgery and less catheter associated complications in patients with communicating~     hydrocephalus after intracerebral hemorrhage with severe ventricular involvement.~   ,C0009451;C0240059;C0180112,C0020255;C0019080;C0009566,0,0,-1,14,14,0.0081103,0.008808377,0,0
NCT01584869,Emergency Capsule Endoscopy in Severe GI-bleeding,Primary objective: Evaluation of capsule endoscopy in the emergency setting of severe      GI-Bleeding.,C1721048;C1546844;C0019080;C0205082,C0220825;C0018017;C0014245;C1546399;C0019080;C0542559;C0205082,0,0,0,5,5,0.007646143,0.008729941,0,0
NCT03118297,Intervention to End Recurrent Unscheduled Bleeding Trial,"The subdermal etonogestrel (ENG) implant, a long-acting reversible contraceptive (LARC)      method, is among the most effective forms of reversible contraception and thus, an important      tool in the quest to reduce unintended pregnancy. However, despite overall increases in LARC      use in the United States from 1.5% in 2002 to 7.2% in 2011, and 11.6% most recently in 2015,      implant use continues to make up a small proportion of LARC use. While evidence to explain      this low uptake of implants is lacking, one potential reason is patient and provider concerns      about unpredictable bleeding.      As a result of this, many studies have been performed in attempts to discover therapies for      unscheduled bleeding in progestin-only contraceptive users. Some of these studies include      those investigating selective progesterone receptor modulators, such as mifepristone and      ulipristal acetate (UPA), which did find some benefit. Although a previous study showed mixed      benefit, the investigators feel that this medication has demonstrated both biologic      plausibility as well as clinically important outcomes. This previous study may not be      entirely translatable to the proposed research as therapies were used for different      indications (prophylaxis vs. treatment) and different progestins and delivery systems were      studied. Therefore, the investigators believe UPA should not be discounted as a potential      therapy. UPA may provide an additional safe and effective option for treatment of irregular      bleeding with implants in women. In addition, UPA is currently available in outpatient      pharmacies in the U.S. as a single 30mg oral tablet.      The investigators propose to investigate UPA for the treatment of unscheduled and troublesome      bleeding in ENG implant users.",C0184661;C0019080,C0041747;C2723461;C0009871;C0700589;C0009871;C0047683;C0033308;C0026088;C0199176;C0013227;C0033306;C0087111;C0033306;C0087111;C0087111;C0087111;C0087111;C0021102;C1555587;C0019080;C0019080;C0011209;C0019080;C0021102;C0019080;C0021102;C0021102;C0947630;C0947630;C0087111;C0021102;C0025663;C0243144;C0087136;C0947630;C0947630;C1527305;C1273517;C0013853;C1550472;C0042071;C0042071;C0042071;C0042071;C0042071;C0013853;C1555587;C4084912;C4084912;C0700651;C1706074;C0718641;C0005525;C4697740,0,195,1,0,0,0.012393834,0.008692666,0,0
NCT00713648,Evaluation of Recombinant Factor XIII for Prevention of Bleeding in Patients With FXIII Inherited Deficiency,"The trial is conducted in Europe, North America and Asia. The aim of this trial is to      evaluate catridecacog (recombinant factor XIII (rFXIII)) treatment in patients with inherited      FXIII deficiency. It is expected that recombinant FXIII can be used for the prevention of      bleeding episodes.",C0015528;C0220825;C0199176;C0019080;C1550655;C0169964;C0008533,C3709760;C0015528;C0199176;C0087111;C0019080;C1273517;C0425358;C0020621;C4055646;C0018792;C0018792;C0220825,109,943,1,10,10,0.009076859,0.00866093,0,0
NCT00716079,The Second Intensive Blood Pressure Reduction in Acute Cerebral Haemorrhage Trial,The purpose of this academic lead study is to determine if a treatment strategy of early      intensive blood pressure (BP) lowering compared to conservative BP lowering policy in      patients with elevated blood pressure within 6 hours of acute intracerebral haemorrhage (ICH)      improves the outcome of death and disability at 3 months after onset.,C0005823;C1293152;C0228174;C1547229;C0019080,C2937358;C0497247;C0005823;C0231170;C0087111;C3242376;C0679199;C0242456;C0947630;C0011065;C1442948;C1820370;C1820370;C1561542;C0184511;C4082977,1607,36777,0,304,9.806451613,0.00747388,0.008657906,0,0
NCT01527357,Phase 3 Study of Fibrocaps™ in Surgical Bleeding,"The primary objective of the study is to demonstrate the superiority of Fibrocaps plus      gelatin sponge, as compared to gelatin sponge alone, for achieving hemostasis in subjects      with mild to moderate surgical bleeding during spine, liver, vascular or soft tissue surgery.      This is a Phase 3, international, multi-center, randomized, single-blind, controlled trial      that will be conducted at clinical trial sites in the European Union and United States.",C0543467;C0019080;C0947630,C1096775;C0740166;C0018017;C0019080;C0005847;C0017237;C0017237;C0543467;C0441126;C0441126;C0087136;C0947630;C0439044;C0037949;C0023884;C0456909;C2911690;C0404831;C0018792;C1547226;C0543467,0,0,1,3,1.5,0.0099683,0.008655958,0,0
NCT02302456,Tranexamic Acid for Preventing Postpartum Haemorrhage Following a Vaginal Delivery,"The purpose of this study is to assess whether the administration of a low dose of tranexamic      acid just after vaginal delivery can reduce the incidence of immediate postpartum hemorrhage,      in women who receive a prophylactic administration of oxytocin.",C1541822;C0040613;C0019080,C0032797;C0566690;C1533734;C1533734;C1697779;C0030095;C0947630;C1550472;C0009653,0,0,1,6,3,0.008997678,0.008521358,0,0
NCT00673296,Intravitreal Injection of Bevacizumab and Gas for Diabetic Premacular Hemorrhage With Active Fibrovascular Proliferation,"Diabetic premacular hemorrhage occurs when blood from preretinal neovascular tissue is      entrapped between the retina and the posterior hyaloid in the macular area. It may occur      spontaneously or secondary to traction from a localized posterior vitreous detachment. This      complication may greatly disturb the central vision and may be an important stimulant of      fibrovascular proliferation.      Bevacizumab (Avastin, Genentech, Inc.) is a humanized monoclonal antibody against vascular      endothelial growth factor (VEGF), which has been used to treat a variety of neovascular      ocular diseases. In proliferative diabetic retinopathy, intravitreal bevacizumab has been      shown to induce prompt regression of neovascularization and may enhance resolution of      vitreous hemorrhage.      In this study, we propose that simultaneous intravitreal injection of gas and bevacizumab may      be a useful treatment option in diabetic premacular hemorrhage with active fibrovascular      tissue. In this procedure, gas is used to displace the blood while bevacizumab may render the      neovascularization less active to decrease the likelihood of recurrent hemorrhage.",C0796392;C0019080;C1533685;C0241863;C0718247;C0596601;C0334094,C0423361;C0011884;C0042909;C0027686;C0027686;C0683525;C0334094;C0334094;C0009566;C0796392;C0796392;C0796392;C0796392;C0019080;C0746619;C0684320;C0019080;C0019080;C0027627;C0002763;C0021485;C0184661;C0241863;C0040597;C0003241;C0005847;C0012634;C0241863;C1135130;C0035298;C0042789;C0018270;C0015392;C0005767;C0947630;C0005767;C1273517;C1273517;C0596601;C0596601;C0442797;C4068891;C4068891;C0227662;C1320102;C1320102;C1514893;C0751438;C4084912,0,0,1,1,1,0.007605517,0.008358441,0,0
NCT01192022,TachoSil® Versus Surgicel® Original for the Secondary Treatment of Local Bleeding in Adult and Pediatric Patients Undergoing Hepatic Resection Surgery,"The efficacy and safety of TachoSil® as secondary hemostatic treatment in hepatic resection      surgery will be compared to the standard USA licensed hemostatic agent, Surgicel® Original.      Hemostatic efficacy will be evaluated intraoperatively after application of randomized      treatment.",C0087111;C0728940;C1871272;C0019080;C0205054;C0543467;C0587599;C1550655;C0027627,C0019120;C0185125;C0019120;C0019120;C0027627;C0087111;C0015252;C0087111;C1871272;C2828392;C0205054;C0543467;C0220825;C1548573,1818,65268,1,6,6,0.008140641,0.008329349,0,0
NCT00842049,Lumbar Drainage in Subarachnoid Haemorrhage,"Subarachnoid haemorrhage affects approximately 8000 people per year in the UK. The average      age of a patient with subarachnoid haemorrhage is 50 years, although it is often seen in      younger people (25-45 years). Despite modern medicine, the death and disability rate remains      high both from the initial bleed and from the associated complications such as vasospasm.      This is characterised by neurological impairment seen following the bleed. Despite modern      treatment this is still associated with a poor outcome. This has significant implications due      to the long term intensive neuro-rehabilitation these patients will require.      A recent study has shown that placing a small drain in the lower back following a      subarachnoid haemorrhage may reduce the chance of vasospasm occurring and result in a better      outcome. This trial was not optimally performed and so a trial is needed to look at this in      more detail. The investigators have set up such a trial in our neurosurgical unit. If the      investigators confirm that there is an improvement in patient outcome, it will change our      practice in the future.",C0013103;C0024090;C0019080;C0003707,C0038525;C0038525;C0038525;C0521654;C0034991;C0009566;C0231170;C0230102;C0085616;C0087111;C0085616;C0237607;C0750484;C0011065;C0019080;C0019080;C0947630;C0013103;C1561543;C0036849;C3245501;C3806166;C0001721;C0009566;C3844714;C1547581;C0018792;C0018792;C0018792;C0013227,0,0,1,9,9,0.007647205,0.008322906,0,0
